Movie Name,Released Date,Genre,MPAA Rating,Year Gross,Tickets Sold
The Go-Getter,"Jun 6, 2008",Drama,R,"$11,931","1,661"
Quid Pro Quo,"Jun 13, 2008",Drama,R,"$11,864","1,652"
Gardens of the Night,"Nov 7, 2008",Drama,R,"$11,436","1,592"
Last Stop for Paul,"Mar 8, 2008",Comedy,PG-13,"$11,340","1,579"
Dark Streets,"Dec 12, 2008",Drama,R,"$10,958","1,526"
Ping Guo,"Jan 25, 2008",Drama,Not Rated,"$10,827","1,507"
The Pleasure of Being Robbed,"Oct 3, 2008",Drama,Not Rated,"$10,687","1,488"
Rogue,"Apr 25, 2008",Horror,R,"$10,452","1,455"
The Black Balloon,"Dec 5, 2008",Drama,PG-13,"$10,342","1,440"
Så som i himmelen,"May 2, 2008",Comedy,Not Rated,"$10,236","1,425"
Frontière(s),"May 9, 2008",Horror,NC-17,"$9,913","1,380"
"Live Fast, Die Young","Oct 24, 2008",Drama,Not Rated,"$9,841","1,370"
Skid Marks,"Jan 25, 2008",Comedy,R,"$9,344","1,301"
Tropa de Elite,"Sep 19, 2008",Action,R,"$8,744","1,217"
A Good Day to be Black and …,"Dec 5, 2008",Drama,Not Rated,"$8,629","1,201"
Amexicano,"Dec 5, 2008",Drama,PG-13,"$8,387","1,168"
Young People Fucking,"Aug 29, 2008",Comedy,Not Rated,"$8,340","1,161"
Tru Loved,"Oct 17, 2008",Romantic Comedy,R,"$8,043","1,120"
"Otto; Or, Up with Dead People","Nov 7, 2008",Drama,Not Rated,"$7,733","1,077"
Little Big Top,"Oct 31, 2008",Comedy,Not Rated,"$7,484","1,042"
Eden Lake,"Oct 31, 2008",Horror,R,"$7,321","1,019"
Special,"Nov 21, 2008",Drama,R,"$7,202","1,003"
Viva,"May 2, 2008",Comedy,R,"$7,197","1,002"
Anamorph,"Apr 16, 2008",Thriller/Suspense,R,"$6,873",957
Take,"Jul 18, 2008",Drama,R,"$6,627",922
The Sensation of Sight,"Nov 9, 2007",Drama,R,"$6,558",913
Ek Vivaah... Aisa Nhi,"Nov 7, 2008",Drama,Not Rated,"$6,437",896
It's a Free World...,"May 16, 2008",Drama,Not Rated,"$6,389",889
Bes Vakit,"Jan 11, 2008",Drama,Not Rated,"$6,176",860
The Restless,"Nov 21, 2008",Drama,Not Rated,"$5,976",832
Choose Connor,"Oct 10, 2008",Drama,Not Rated,"$5,788",806
Fraulein,"Sep 19, 2008",Drama,Not Rated,"$5,715",795
Christmas on Mars,"Sep 12, 2008",Musical,Not Rated,"$5,692",792
Insidious,"May 23, 2008",Thriller/Suspense,Not Rated,"$5,508",767
Nights and Weekends,"Oct 10, 2008",Drama,Not Rated,"$5,430",756
The Amazing Truth About Que…,"Sep 26, 2008",Drama,R,"$5,384",749
Tre,"Feb 1, 2008",Drama,Not Rated,"$4,759",662
San taam,"Jul 18, 2008",Thriller/Suspense,Not Rated,"$4,629",644
Beed-e majnoon,"Aug 3, 2007",Drama,Not Rated,"$4,253",592
Solar Flare,"Jun 6, 2008",Adventure,PG-13,"$4,098",570
Where God Left His Shoes,"Dec 12, 2008",Drama,Not Rated,"$3,911",544
Camille,"Nov 14, 2008",Adventure,PG-13,"$3,849",536
Vivere,"Feb 29, 2008",Drama,R,"$3,547",494
Lagerfeld Confidential,"Oct 24, 2007",Documentary,Not Rated,"$3,435",478
Flash Point,"Mar 14, 2008",Action,R,"$3,271",455
Wonderful Town,"Jul 18, 2008",Drama,Not Rated,"$3,239",451
American Zombie,"Mar 28, 2008",Horror,Not Rated,"$3,126",435
Turn the River,"May 9, 2008",Drama,R,"$2,900",403
"On the Other Hand, Death: A…","Jul 18, 2008",Thriller/Suspense,R,"$2,892",402
Shrooms,"Feb 1, 2008",Horror,Not Rated,"$2,863",398
Lower Learning,"Oct 10, 2008",Comedy,R,"$2,804",390
Polar Opposites,"Jun 6, 2008",Drama,PG-13,"$2,377",331
13 Months of Sunshine,"Jun 6, 2008",Drama,Not Rated,"$2,237",311
Murder.com,"Jul 11, 2008",Thriller/Suspense,R,"$2,070",288
Jack and Jill vs. the World,"Apr 11, 2008",Romantic Comedy,PG-13,"$1,964",273
El Topo,"Dec 13, 2006",Western,Not Rated,"$1,940",270
Fat Girls,"Nov 2, 2007",Comedy,R,"$1,911",266
La Leon,"Oct 10, 2008",Drama,Not Rated,"$1,708",237
Nina's Heavenly Delights,"Nov 21, 2007",Comedy,PG-13,"$1,680",233
Miss Conception,"Jun 6, 2008",Comedy,R,"$1,503",209
Fall of Hyperion,"Oct 10, 2008",Thriller/Suspense,PG,"$1,093",152
Flashbacks of a Fool,"Oct 17, 2008",Drama,R,"$1,020",142
Oublier Cheyenne,"Dec 7, 2007",Drama,R,$722,100
How to Rob a Bank,"Feb 6, 2008",Comedy,Not Rated,$711,99
Outsourced,"Sep 28, 2007",Comedy,PG-13,$606,84
Disfigured,"Jul 18, 2008",Drama,Not Rated,$586,81
White Rainbow,"Apr 7, 2006",Drama,PG-13,$541,75
Avatar,"Dec 18, 2009",Action,PG-13,"$352,114,898","46,948,653"
Up,"May 29, 2009",Adventure,PG,"$293,004,164","39,067,222"
The Hangover,"Jun 5, 2009",Comedy,R,"$277,322,503","36,976,334"
Ice Age: Dawn of the Dinosaurs,"Jul 1, 2009",Adventure,PG,"$196,573,705","26,209,827"
The Proposal,"Jun 19, 2009",Romantic Comedy,PG-13,"$163,958,031","21,861,071"
2012,"Nov 13, 2009",Adventure,PG-13,"$163,442,129","21,792,284"
Paul Blart: Mall Cop,"Jan 16, 2009",Comedy,PG,"$146,336,178","19,511,490"
Taken,"Jan 30, 2009",Thriller/Suspense,PG-13,"$145,000,989","19,333,465"
Gran Torino,"Jan 9, 2009",Drama,R,"$138,274,748","18,436,633"
Terminator Salvation,"May 21, 2009",Action,PG-13,"$125,322,469","16,709,663"
Inglourious Basterds,"Aug 21, 2009",Action,R,"$120,774,594","16,103,279"
G-Force,"Jul 24, 2009",Adventure,PG,"$119,436,770","15,924,903"
District 9,"Aug 14, 2009",Thriller/Suspense,R,"$115,646,235","15,419,498"
Slumdog Millionaire,"Nov 12, 2008",Drama,R,"$112,654,105","15,020,547"
Couples Retreat,"Oct 9, 2009",Comedy,PG-13,"$108,511,760","14,468,234"
Paranormal Activity,"Sep 25, 2009",Horror,R,"$107,854,596","14,380,613"
The Ugly Truth,"Jul 24, 2009",Romantic Comedy,R,"$88,915,214","11,855,361"
Zombieland,"Oct 2, 2009",Comedy,R,"$75,590,286","10,078,704"
Law Abiding Citizen,"Oct 16, 2009",Thriller/Suspense,R,"$72,928,813","9,723,841"
"I Love You, Man","Mar 20, 2009",Comedy,R,"$72,013,010","9,601,735"
Obsessed,"Apr 24, 2009",Thriller/Suspense,PG-13,"$68,261,644","9,101,552"
The Final Destination,"Aug 28, 2009",Horror,R,"$66,477,700","8,863,693"
17 Again,"Apr 17, 2009",Comedy,PG-13,"$64,167,069","8,555,609"
It’s Complicated,"Dec 25, 2009",Romantic Comedy,R,"$59,178,840","7,890,512"
Bride Wars,"Jan 9, 2009",Comedy,PG,"$58,715,510","7,828,735"
Ghosts of Girlfriends Past,"May 1, 2009",Romantic Comedy,PG-13,"$55,250,026","7,366,670"
Funny People,"Jul 31, 2009",Comedy,R,"$51,855,045","6,914,006"
Old Dogs,"Nov 25, 2009",Comedy,PG,"$47,239,575","6,298,610"
Underworld 3: Rise of the L…,"Jan 23, 2009",Action,R,"$45,802,315","6,106,975"
Year One,"Jun 19, 2009",Comedy,PG-13,"$43,337,279","5,778,303"
The Unborn,"Jan 9, 2009",Horror,PG-13,"$42,670,410","5,689,388"
Drag Me To Hell,"May 29, 2009",Horror,PG-13,"$42,100,625","5,613,416"
Orphan,"Jul 24, 2009",Drama,R,"$41,596,251","5,546,167"
Duplicity,"Mar 20, 2009",Comedy,PG-13,"$40,572,825","5,409,710"
Planet 51,"Nov 20, 2009",Adventure,PG,"$39,570,569","5,276,075"
Ninja Assassin,"Nov 25, 2009",Action,R,"$37,492,774","4,999,037"
The Pink Panther 2,"Feb 6, 2009",Adventure,PG,"$35,922,978","4,789,730"
All About Steve,"Sep 4, 2009",Romantic Comedy,PG-13,"$33,862,903","4,515,054"
Halloween 2,"Aug 28, 2009",Horror,R,"$33,392,973","4,452,396"
(500) Days of Summer,"Aug 7, 2009",Romantic Comedy,PG-13,"$32,425,665","4,323,422"
Push,"Feb 6, 2009",Thriller/Suspense,PG-13,"$31,811,527","4,241,536"
Toy Story 3D Double Feature,"Oct 2, 2009",Adventure,G,"$30,702,446","4,093,659"
Defiance,"Jan 16, 2009",Drama,R,"$28,444,199","3,792,560"
Saw VI,"Oct 23, 2009",Horror,R,"$27,693,292","3,692,439"
Dance Flick,"May 22, 2009",Comedy,PG-13,"$25,794,018","3,439,202"
The International,"Feb 13, 2009",Thriller/Suspense,R,"$25,450,527","3,393,403"
Did You Hear About the Morg…,"Dec 18, 2009",Romantic Comedy,PG-13,"$25,312,384","3,374,985"
Aliens in the Attic,"Jul 31, 2009",Comedy,PG,"$25,200,412","3,360,055"
The Wrestler,"Dec 17, 2008",Drama,R,"$24,914,015","3,321,868"
Bedtime Stories,"Dec 25, 2008",Adventure,PG,"$24,562,807","3,275,041"
Observe and Report,"Apr 10, 2009",Black Comedy,R,"$24,007,324","3,200,977"
Fighting,"Apr 24, 2009",Action,PG-13,"$23,091,010","3,078,801"
Love Happens,"Sep 18, 2009",Drama,PG-13,"$22,965,110","3,062,014"
Shorts,"Aug 21, 2009",Adventure,PG,"$20,919,166","2,789,222"
Gamer,"Sep 4, 2009",Action,R,"$20,534,907","2,737,988"
The Invention of Lying,"Oct 2, 2009",Comedy,PG-13,"$18,451,251","2,460,167"
Fired Up,"Feb 20, 2009",Comedy,PG-13,"$17,231,291","2,297,505"
New in Town,"Jan 30, 2009",Romantic Comedy,PG,"$16,734,283","2,231,237"
Imagine That,"Jun 12, 2009",Comedy,PG,"$16,222,392","2,162,986"
Jennifer's Body,"Sep 18, 2009",Horror,R,"$16,204,793","2,160,639"
Adventureland,"Apr 3, 2009",Black Comedy,R,"$16,044,025","2,139,203"
Armored,"Dec 4, 2009",Thriller/Suspense,PG-13,"$15,815,302","2,108,707"
A Perfect Getaway,"Aug 7, 2009",Thriller/Suspense,R,"$15,515,460","2,068,728"
"The Goods: Live Hard, Sell …","Aug 14, 2009",Comedy,R,"$15,122,676","2,016,357"
Ponyo (崖の上のポニョ),"Aug 14, 2009",Adventure,G,"$15,090,399","2,012,053"
Last Chance Harvey,"Dec 25, 2008",Drama,PG-13,"$14,538,095","1,938,412"
Crank 2: High Voltage,"Apr 17, 2009",Thriller/Suspense,R,"$13,684,249","1,824,567"
The Hurt Locker,"Jun 26, 2009",Drama,R,"$12,671,105","1,689,480"
12 Rounds,"Mar 27, 2009",Action,PG-13,"$12,234,694","1,631,293"
Sunshine Cleaning,"Mar 13, 2009",Comedy,R,"$12,062,558","1,608,341"
Extract,"Sep 4, 2009",Black Comedy,R,"$10,823,158","1,443,087"
De père en flic,"Jul 8, 2009",Comedy,Not Rated,"$10,644,453","1,419,260"
Pandorum,"Sep 25, 2009",Horror,R,"$10,330,853","1,377,447"
Next Day Air,"May 8, 2009",Comedy,R,"$10,027,047","1,336,939"
The Boondock Saints 2: All …,"Oct 30, 2009",Action,R,"$9,957,954","1,327,727"
Seven Pounds,"Dec 19, 2008",Drama,PG-13,"$9,804,526","1,307,270"
Away We Go,"Jun 5, 2009",Comedy,R,"$9,451,946","1,260,259"
A Serious Man,"Oct 2, 2009",Comedy,R,"$9,190,525","1,225,403"
My Life in Ruins,"Jun 5, 2009",Romantic Comedy,PG-13,"$8,677,425","1,156,990"
The Boat That Rocked,"Nov 13, 2009",Comedy,R,"$7,994,115","1,065,882"
The Collector,"Jul 31, 2009",Horror,R,"$7,712,114","1,028,281"
Post Grad,"Aug 21, 2009",Romantic Comedy,PG-13,"$6,382,178","850,957"
Whatever Works,"Jun 19, 2009",Romantic Comedy,PG-13,"$5,306,706","707,560"
Bandslam,"Aug 14, 2009",Comedy,PG,"$5,210,988","694,798"
Moon,"Jun 12, 2009",Thriller/Suspense,R,"$5,010,163","668,021"
Miss March,"Mar 13, 2009",Comedy,R,"$4,543,320","605,776"
Bolt,"Nov 21, 2008",Adventure,PG,"$4,136,434","551,525"
The Brothers Bloom,"May 15, 2009",Black Comedy,PG-13,"$3,531,756","470,900"
Madagascar: Escape 2 Africa,"Nov 7, 2008",Adventure,PG,"$3,158,070","421,076"
Two Lovers,"Feb 13, 2009",Drama,R,"$3,149,034","419,871"
Australia,"Nov 26, 2008",Drama,PG-13,"$2,867,289","382,305"
My One and Only,"Aug 21, 2009",Comedy,PG-13,"$2,556,558","340,874"
Sin Nombre,"Mar 20, 2009",Thriller/Suspense,R,"$2,536,665","338,222"
Rachel Getting Married,"Oct 3, 2008",Drama,R,"$2,489,437","331,924"
Love Aaj Kal,"Jul 31, 2009",Romantic Comedy,Not Rated,"$2,430,083","324,011"
Adam,"Jul 29, 2009",Drama,PG-13,"$2,283,291","304,439"
Is Anybody There?,"Apr 17, 2009",Drama,PG-13,"$2,026,756","270,234"
Los abrazos rotos,"Nov 20, 2009",Thriller/Suspense,R,"$2,022,655","269,687"
Fly Me To the Moon,"Aug 15, 2008",Adventure,G,"$1,979,528","263,937"
Four Christmases,"Nov 26, 2008",Comedy,PG-13,"$1,956,206","260,827"
Rudo y Cursi,"May 8, 2009",Comedy,R,"$1,827,660","243,688"
Les doigts croches,"Jul 31, 2009",Comedy,Not Rated,"$1,662,485","221,664"
L'heure d'été,"May 15, 2009",Drama,Not Rated,"$1,647,001","219,600"
"New York, I Love You","Oct 16, 2009",Drama,R,"$1,588,087","211,744"
Babine,"Nov 28, 2008",Adventure,Not Rated,"$1,570,226","209,363"
"Dédé, à travers les brumes","Mar 13, 2009",Drama,Not Rated,"$1,548,858","206,514"
Okuribito,"May 29, 2009",Drama,PG-13,"$1,537,546","205,006"
Kaminey,"Aug 14, 2009",Thriller/Suspense,Not Rated,"$1,286,143","171,485"
Paper Heart,"Aug 7, 2009",Comedy,PG-13,"$1,274,062","169,874"
The Secrets of Jonathan Sperry,"Sep 18, 2009",Drama,PG,"$1,167,623","155,683"
Sugar,"Apr 3, 2009",Drama,R,"$1,081,922","144,256"
The Imaginarium of Doctor P…,"Dec 25, 2009",Adventure,PG-13,"$1,029,821","137,309"
Paris,"Sep 18, 2009",Comedy,R,"$960,240","128,032"
Management,"May 15, 2009",Romantic Comedy,R,"$934,658","124,621"
Chandni Chowk to China,"Jan 16, 2009",Musical,PG-13,"$921,738","122,898"
Cold Souls,"Aug 7, 2009",Drama,PG-13,"$905,209","120,694"
Delhi 6,"Feb 13, 2009",Drama,Not Rated,"$879,913","117,321"
Goodbye Solo,"Mar 27, 2009",Drama,R,"$871,445","116,192"
Il y a longtemps que je t'aime,"Oct 24, 2008",Drama,Not Rated,"$813,326","108,443"
Echelon Conspiracy,"Feb 27, 2009",Thriller/Suspense,PG-13,"$796,716","106,228"
Wendy and Lucy,"Dec 10, 2008",Drama,R,"$754,366","100,582"
Kurbaan,"Nov 20, 2009",Thriller/Suspense,Not Rated,"$754,269","100,569"
The Great Buck Howard,"Mar 20, 2009",Drama,PG,"$750,587","100,078"
Beverly Hills Chihuahua,"Oct 3, 2008",Adventure,PG,"$735,449","98,060"
Wake Up Sid,"Oct 2, 2009",Comedy,Not Rated,"$718,766","95,835"
Crazy Heart,"Dec 16, 2009",Drama,R,"$702,188","93,625"
Fanboys,"Feb 6, 2009",Comedy,PG-13,"$687,609","91,681"
Play the Game,"Feb 27, 2009",Comedy,PG-13,"$659,483","87,931"
The Messenger,"Nov 13, 2009",Drama,R,"$654,374","87,249"
Låt den rätte komma in,"Oct 24, 2008",Horror,R,"$638,173","85,089"
La fille de Monaco,"Jul 3, 2009",Comedy,R,"$602,992","80,398"
Role Models,"Nov 7, 2008",Comedy,R,"$597,215","79,628"
American Violet,"Apr 17, 2009",Drama,PG-13,"$554,434","73,924"
Un baiser s'il vous plaît,"Mar 27, 2009",Romantic Comedy,Not Rated,"$534,685","71,291"
Tetro,"Jun 11, 2009",Drama,R,"$518,522","69,136"
La Nana,"Oct 16, 2009",Drama,Not Rated,"$492,776","65,703"
The Limits of Control,"May 1, 2009",Thriller/Suspense,R,"$426,688","56,891"
Lymelife,"Apr 10, 2009",Drama,R,"$421,307","56,174"
Humpday,"Jul 10, 2009",Comedy,R,"$407,377","54,316"
The Nightmare Before Christmas,"Oct 13, 1993",Musical,PG,"$406,085","54,145"
Antichrist,"Oct 23, 2009",Drama,Not Rated,"$404,122","53,882"
Transylmania,"Dec 4, 2009",Black Comedy,R,"$397,641","53,018"
Vicky Cristina Barcelona,"Aug 15, 2008",Comedy,PG-13,"$386,017","51,468"
"Synecdoche, New York","Oct 24, 2008",Drama,R,"$377,689","50,358"
Luck by Chance,"Jan 30, 2009",Comedy,Not Rated,"$356,019","47,469"
Wanted,"Sep 18, 2009",Thriller/Suspense,Not Rated,"$349,637","46,618"
The Merry Gentleman,"Mar 27, 2009",Drama,R,"$347,977","46,396"
Le silence de Lorna,"Jul 31, 2009",Drama,R,"$338,795","45,172"
BLUE,"Oct 16, 2009",Action,Not Rated,"$321,640","42,885"
Thirst,"Jul 31, 2009",Horror,R,"$318,574","42,476"
O'Horten,"May 22, 2009",Comedy,PG-13,"$302,232","40,297"
Adoration,"May 8, 2009",Drama,R,"$294,244","39,232"
Revanche,"May 1, 2009",Thriller/Suspense,Not Rated,"$294,122","39,216"
Tokyo Sonata,"Mar 13, 2009",Drama,PG-13,"$278,356","37,114"
Spread,"Aug 14, 2009",Comedy,R,"$250,617","33,415"
Black Dynamite,"Oct 16, 2009",Action,R,"$242,578","32,343"
Big Fan,"Aug 28, 2009",Comedy,R,"$230,874","30,783"
The Big Gay Musical,"Sep 11, 2009",Musical,Not Rated,"$223,455","29,794"
World's Greatest Dad,"Aug 21, 2009",Black Comedy,R,"$221,805","29,574"
Frozen River,"Aug 1, 2008",Drama,R,"$202,328","26,977"
Happy-Go-Lucky,"Oct 10, 2008",Comedy,R,"$201,587","26,878"
The Burning Plain,"Sep 18, 2009",Drama,R,"$200,730","26,764"
Fireproof,"Sep 26, 2008",Drama,PG,"$199,773","26,636"
Shrink,"Jul 24, 2009",Drama,R,"$189,621","25,282"
Galapagos,"Oct 29, 1999",Documentary,Not Rated,"$179,782","23,970"
Outlander,"Jan 23, 2009",Action,R,"$166,003","22,133"
Zack and Miri Make a Porno,"Oct 31, 2008",Comedy,R,"$157,136","20,951"
The Other Man,"Sep 11, 2009",Drama,R,"$149,530","19,937"
35 Rhums,"Sep 18, 2009",Drama,Not Rated,"$132,755","17,700"
"War Eagle, Arkansas","Jun 12, 2009",Drama,PG-13,"$123,670","16,489"
Carriers,"Sep 4, 2009",Thriller/Suspense,PG-13,"$120,866","16,115"
Katyn,"Feb 18, 2009",Drama,Not Rated,"$118,095","15,746"
Avaze gonjeshk ha,"Apr 3, 2009",Drama,PG,"$116,372","15,516"
Gentlemen Broncos,"Oct 30, 2009",Comedy,PG-13,"$115,155","15,354"
Medicine for Melancholy,"Jan 30, 2009",Drama,Not Rated,"$111,551","14,873"
Irene in Time,"Jun 19, 2009",Drama,PG-13,"$110,175","14,690"
Alien Trespass,"Apr 3, 2009",Comedy,PG,"$104,526","13,936"
Hanami,"Jan 16, 2009",Drama,Not Rated,"$104,433","13,924"
Gigantic,"Apr 3, 2009",Comedy,R,"$102,704","13,693"
Ong-Bak 2,"Oct 23, 2009",Action,R,"$102,458","13,661"
The House of the Devil,"Oct 30, 2009",Horror,R,"$101,215","13,495"
Nothing Like the Holidays,"Dec 12, 2008",Comedy,PG-13,"$97,952","13,060"
Made in U.S.A.,"Jan 9, 2009",Drama,Not Rated,"$95,209","12,694"
Motherhood,"Oct 23, 2009",Comedy,PG-13,"$93,388","12,451"
Das Weisse Band: Eine deuts…,"Dec 30, 2009",Drama,R,"$85,690","11,425"
Igor,"Sep 19, 2008",Adventure,PG,"$81,381","10,851"
Sleep Dealer,"Apr 17, 2009",Thriller/Suspense,PG-13,"$80,136","10,684"
Phoebe in Wonderland,"Mar 6, 2009",Drama,PG-13,"$73,361","9,781"
Un conte de Noël,"Nov 14, 2008",Drama,Not Rated,"$68,870","9,182"
White On Rice,"Sep 11, 2009",Romantic Comedy,PG-13,"$67,186","8,958"
Sodot Ha,"Nov 26, 2008",Drama,R,"$64,585","8,611"
Serbis,"Jan 30, 2009",Drama,R,"$64,407","8,587"
Soul Men,"Nov 7, 2008",Comedy,R,"$60,453","8,060"
Stellet licht,"Jan 9, 2009",Drama,Not Rated,"$60,200","8,026"
Not Forgotten,"May 15, 2009",Thriller/Suspense,R,"$53,723","7,163"
Trucker,"Oct 9, 2009",Drama,R,"$51,192","6,825"
Broken Hill,"Sep 11, 2009",Drama,PG,"$50,076","6,676"
"Polițist, Adjectiv","Dec 23, 2009",Drama,Not Rated,"$48,298","6,439"
Love N' Dancing,"May 8, 2009",Musical,PG,"$47,812","6,374"
Owl and the Sparrow,"Jan 16, 2009",Drama,PG,"$47,071","6,276"
Død snø,"Jun 19, 2009",Black Comedy,Not Rated,"$46,742","6,232"
Kaerlighed Pa Film,"Jan 9, 2009",Drama,Not Rated,"$45,835","6,111"
Beeswax,"Aug 7, 2009",Comedy,Not Rated,"$41,439","5,525"
Dai-Nipponjin,"May 15, 2009",Comedy,PG-13,"$40,796","5,439"
The Legend of God's Gun,"Jul 18, 2008",Western,Not Rated,"$39,086","5,211"
Eagle Eye,"Sep 26, 2008",Thriller/Suspense,PG-13,"$39,048","5,206"
The Slammin' Salmon,"Dec 11, 2009",Comedy,R,"$38,920","5,189"
Le combat dans l'île,"Jun 12, 2009",Thriller/Suspense,PG-13,"$33,830","4,510"
Rab Ne Bana Di Jodi,"Dec 12, 2008",Drama,Not Rated,"$33,647","4,486"
Tony Manero,"Jul 3, 2009",Drama,Not Rated,"$33,447","4,459"
Changeling,"Oct 24, 2008",Thriller/Suspense,R,"$32,475","4,330"
Super Capers,"Mar 20, 2009",Adventure,PG,"$30,955","4,127"
The Loss of a Teardrop Diamond,"Dec 30, 2009",Drama,PG-13,"$29,750","3,966"
Call of the Wild 3D,"Jun 12, 2009",Drama,PG,"$28,682","3,824"
An American Affair,"Feb 27, 2009",Drama,Not Rated,"$28,044","3,739"
Surveillance,"Jun 26, 2009",Thriller/Suspense,R,"$27,349","3,646"
The Answer Man,"Jul 24, 2009",Romantic Comedy,R,"$26,676","3,556"
Ciao,"Dec 5, 2008",N/A,R,"$26,550","3,540"
Death in Love,"Jul 17, 2009",Thriller/Suspense,R,"$23,412","3,121"
JCVD,"Nov 7, 2008",Comedy,R,"$21,700","2,893"
The Last Lullaby,"May 1, 2009",Drama,R,"$21,413","2,855"
The Open Road,"Aug 28, 2009",Drama,PG-13,"$19,716","2,628"
Donkey Punch,"Jan 23, 2009",Thriller/Suspense,R,"$19,367","2,582"
Severed Ways: The Norse Dis…,"Mar 13, 2009",Adventure,Not Rated,"$18,728","2,497"
Dare,"Nov 13, 2009",Drama,R,"$18,087","2,411"
Adventures of Power,"Oct 9, 2009",Comedy,PG-13,"$17,738","2,365"
Passchendaele,"Oct 24, 2008",Drama,Not Rated,"$17,172","2,289"
Los Cronocrímenes,"Dec 12, 2008",Thriller/Suspense,R,"$16,633","2,217"
Les vacances de M. Hulot,"Jun 16, 1954",Comedy,Not Rated,"$16,336","2,178"
Tennessee,"Jun 5, 2009",Drama,R,"$16,100","2,146"
L'Argent de poche,"Nov 24, 2009",Comedy,PG,"$15,903","2,120"
Home,"Apr 23, 2009",Drama,PG-13,"$15,433","2,057"
The Education of Charlie Banks,"Nov 7, 2007",Drama,R,"$15,078","2,010"
Chocolate,"Jan 30, 2009",Action,R,"$14,845","1,979"
Kabei: Our Mother,"May 8, 2009",Drama,Not Rated,"$14,416","1,922"
Laila's Birthday,"May 29, 2009",Black Comedy,Not Rated,"$13,689","1,825"
The Escapist,"Apr 3, 2009",Thriller/Suspense,Not Rated,"$13,439","1,791"
Dev D,"Feb 6, 2009",Drama,Not Rated,"$11,917","1,588"
American Streetballers,"Aug 21, 2009",Drama,R,"$11,581","1,544"
I Hate Valentine's Day,"Jul 3, 2009",Romantic Comedy,PG-13,"$11,004","1,467"
Home,"Nov 27, 2009",Drama,Not Rated,"$10,405","1,387"
Ischeznuvshaya Imperiya,"Jul 10, 2009",Drama,Not Rated,"$10,289","1,371"
"Live Fast, Die Young","Oct 24, 2008",Drama,Not Rated,"$10,019","1,335"
Mammoth,"Nov 20, 2009",Drama,Not Rated,"$9,580","1,277"
Janky Promoters,"Oct 16, 2009",Comedy,R,"$9,069","1,209"
Dillinger is Dead,"Jul 10, 2009",Drama,Not Rated,"$8,322","1,109"
Grace,"Aug 14, 2009",Horror,R,"$8,297","1,106"
Yonkers Joe,"Jan 9, 2009",Drama,R,"$8,286","1,104"
Looking for Palladin,"Oct 30, 2009",Comedy,R,"$7,246",966
I Sell the Dead,"Aug 7, 2009",Horror,Not Rated,"$7,066",942
Waiting for Dublin,"Mar 13, 2009",Romantic Comedy,Not Rated,"$5,925",790
Momma's Man,"Aug 22, 2008",Comedy,Not Rated,"$5,627",750
Antarctica,"Aug 29, 2008",Romantic Comedy,R,"$5,133",684
Dhoondte Reh Jaoge,"Mar 6, 2009",Comedy,Not Rated,"$5,127",683
Death of a Ghost Hunter,"Jun 12, 2009",Horror,Not Rated,"$4,490",598
The Ministers,"Oct 16, 2009",Drama,R,"$4,447",592
Alexandra,"Mar 28, 2008",Drama,Not Rated,"$4,137",551
The Marc Pease Experience,"Aug 21, 2009",Comedy,PG-13,"$4,033",538
Afterschool,"Oct 2, 2009",Drama,Not Rated,"$3,911",521
"Otto; Or, Up with Dead People","Nov 7, 2008",Drama,Not Rated,"$3,562",474
Familiar Strangers,"Nov 14, 2008",Comedy,PG-13,"$3,516",468
Donne-moi la main,"Sep 11, 2009",Drama,Not Rated,"$2,434",324
The Village Barbershop,"Jan 16, 2009",Drama,R,"$2,359",314
The Canyon,"Oct 23, 2009",Thriller/Suspense,R,"$1,785",238
Ghosted,"Jul 31, 2009",Drama,Not Rated,"$1,780",237
WALL-E,"Jun 27, 2008",Adventure,G,"$1,275",170
Break,"May 1, 2009",Action,Not Rated,"$1,191",158
Tru Loved,"Oct 17, 2008",Romantic Comedy,R,"$1,149",153
Shanghai Red,"Jan 1, 2010",Thriller/Suspense,Not Rated,"$1,146",152
Sixty Six,"Aug 1, 2008",Comedy,PG-13,"$1,088",145
Teeth,"Jan 18, 2008",Comedy,R,$886,118
Kings of the Evening,"Jan 1, 2010",Drama,PG,$802,106
"Patrik, Age 1.5","Aug 14, 2009",Comedy,Not Rated,$408,54
El Tinte de la Fama,"Aug 7, 2009",Drama,Not Rated,$341,45
J'entends plus la guitare,"Feb 25, 2008",Drama,Not Rated,$260,34
The Amazing Truth About Que…,"Sep 26, 2008",Drama,R,$213,28
Toy Story 3,"Jun 18, 2010",Adventure,G,"$415,004,880","52,598,844"
Avatar,"Dec 18, 2009",Action,PG-13,"$408,392,727","51,760,802"
Inception,"Jul 16, 2010",Thriller/Suspense,PG-13,"$292,568,851","37,080,970"
Despicable Me,"Jul 9, 2010",Adventure,PG,"$251,203,225","31,838,178"
Grown Ups,"Jun 25, 2010",Comedy,PG-13,"$162,001,186","20,532,470"
Megamind,"Nov 5, 2010",Adventure,PG,"$144,192,018","18,275,287"
Tron: Legacy,"Dec 17, 2010",Adventure,PG,"$131,304,844","16,641,932"
The Other Guys,"Aug 6, 2010",Comedy,PG-13,"$119,219,978","15,110,263"
Salt,"Jul 23, 2010",Thriller/Suspense,PG-13,"$118,311,368","14,995,104"
